user_name,province,month,month_name,season,crop_type,predicted_roi,investment_cost,growth_days,water_requirement,risk_level,user_budget,user_goal,user_experience
Somchai,เชียงใหม่,1,January,winter,คะน้า,17111.88902758325,8000,45,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,กวางตุ้ง,20357.22611731598,5000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ผักบุ้ง,22282.92805161568,5000,40,สูงมาก,ต่ำมาก,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ผักกาดหอม,23671.175730818795,6000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ผักกาดขาว,22866.964828085896,6500,50,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,สลัด,18713.60198175127,7000,40,สูง,กลาง,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ผักโขม,24041.503680813163,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ผักชี,24041.503680813163,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ต้นหอม,15889.27942546837,5500,60,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,1,January,winter,ผักชีฝรั่ง,24041.503680813163,5000,45,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,คะน้า,17140.37598416891,8000,45,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,กวางตุ้ง,20385.71307390164,5000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ผักบุ้ง,22311.41500820134,5000,40,สูงมาก,ต่ำมาก,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ผักกาดหอม,23699.662687404456,6000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ผักกาดขาว,22895.451784671557,6500,50,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,สลัด,18742.088938336932,7000,40,สูง,กลาง,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ผักโขม,24069.990637398823,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ผักชี,24069.990637398823,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ต้นหอม,15917.76638205403,5500,60,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,4,April,summer,ผักชีฝรั่ง,24069.990637398823,5000,45,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,คะน้า,16890.403887082466,8000,45,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,กวางตุ้ง,20157.244095915623,5000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ผักบุ้ง,22326.963241185953,5000,40,สูงมาก,ต่ำมาก,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ผักกาดหอม,23693.70780128864,6000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ผักกาดขาว,22889.496898555743,6500,50,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,สลัด,18736.134052221118,7000,40,สูง,กลาง,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ผักโขม,24085.538870383436,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ผักชี,24085.538870383436,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ต้นหอม,15947.860960586622,5500,60,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,7,July,rainy,ผักชีฝรั่ง,24085.538870383436,5000,45,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,คะน้า,16858.49276886498,8000,45,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,กวางตุ้ง,20125.332977698137,5000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ผักบุ้ง,22165.94272876822,5000,40,สูงมาก,ต่ำมาก,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ผักกาดหอม,23532.687288870908,6000,40,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ผักกาดขาว,22728.47638613801,6500,50,สูง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,สลัด,18575.113539803384,7000,40,สูง,กลาง,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ผักโขม,23924.518357965702,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ผักชี,23924.518357965702,5000,40,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ต้นหอม,15915.949842369138,5500,60,ปานกลาง,ต่ำ,50000,profit,intermediate
Somchai,เชียงใหม่,10,October,rainy,ผักชีฝรั่ง,23924.518357965702,5000,45,ปานกลาง,ต่ำ,50000,profit,intermediate
Malee,นครราชสีมา,1,January,winter,คะน้า,21169.983067704045,8000,45,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,กวางตุ้ง,22114.375195077013,5000,40,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,ผักบุ้ง,26705.177352861057,5000,40,สูงมาก,ต่ำมาก,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,ผักกาดหอม,26548.61606269531,6000,40,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,ผักกาดขาว,26388.251500775317,6500,50,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,สลัด,25264.458887788056,7000,40,สูง,กลาง,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,ผักโขม,28463.75298205854,5000,40,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,ผักชี,26918.944012689677,5000,40,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,1,January,winter,ต้นหอม,17893.56759085468,5500,60,ปานกลาง,ต่ำ,30000,stability,beginner
